(622.26, 1)
(622.26, 1)
(622.26, 2)
(622.26, 1)
(622.26, 1)
(622.26, 2)
(523.25, 4)
(523.25, 1)
(523.25, 1)
(622.26, 2)
(622.26, 1)
(622.26, 1)
(622.26, 2)
(523.25, 4)
(783.99, 2)
(698.46, 2)
(783.99, 4)
-----------
(622.26, 1)
(622.26, 1)
(622.26, 2)
(622.26, 1)
(622.26, 1)
(622.26, 2)
(523.25, 4)
(783.99, 4)
(698.46, 4)
(622.26, 4)
(698.46, 6)
